L, J, Vol, γ, λ1, Λ1
4.4639e-02, 4.5021e-02, -5.2070e-03, 1.0000e-01, -7.2210e-02, 4.0153e-01
4.4388e-02, 4.6191e-02, -2.6995e-02, 1.0000e-01, -6.1370e-02, 4.0153e-01
4.5532e-02, 4.3418e-02, 3.1247e-02, 1.0000e-01, -7.3917e-02, 4.4169e-01
4.4063e-02, 4.4138e-02, -1.0125e-03, 1.0000e-01, -7.3470e-02, 4.4169e-01
4.4130e-02, 4.6827e-02, -4.2027e-02, 1.0000e-01, -5.4907e-02, 4.4169e-01
4.4536e-02, 4.2992e-02, 2.5496e-02, 1.0000e-01, -6.6168e-02, 4.4169e-01
4.3862e-02, 4.3731e-02, 1.9649e-03, 1.0000e-01, -6.7036e-02, 4.4169e-01
4.3541e-02, 4.5126e-02, -2.5858e-02, 1.0000e-01, -5.5615e-02, 4.8586e-01
4.4358e-02, 4.2918e-02, 2.3474e-02, 1.0000e-01, -6.7020e-02, 4.8586e-01
4.2904e-02, 4.3407e-02, -7.7265e-03, 1.0000e-01, -6.3266e-02, 4.8586e-01
4.2646e-02, 4.4388e-02, -3.1314e-02, 1.0000e-01, -4.8052e-02, 4.8586e-01
4.6152e-02, 4.3817e-02, 4.0352e-02, 1.0000e-01, -6.7657e-02, 4.8586e-01
4.4234e-02, 4.3105e-02, 1.5797e-02, 1.0000e-01, -7.5333e-02, 5.3444e-01
4.2627e-02, 4.3135e-02, -6.9161e-03, 7.5000e-02, -7.1636e-02, 5.3444e-01
4.1993e-02, 4.3837e-02, -2.8838e-02, 7.5000e-02, -5.6224e-02, 5.3444e-01
4.3240e-02, 4.1479e-02, 2.7684e-02, 7.5000e-02, -7.1019e-02, 5.3444e-01
4.2004e-02, 4.1874e-02, 1.8196e-03, 7.5000e-02, -7.1992e-02, 5.3444e-01
4.1212e-02, 4.3206e-02, -3.1345e-02, 7.5000e-02, -5.5240e-02, 5.8789e-01
4.3516e-02, 4.1791e-02, 2.7268e-02, 7.5000e-02, -7.1270e-02, 5.8789e-01
4.1593e-02, 4.1920e-02, -4.6893e-03, 7.5000e-02, -6.8514e-02, 5.8789e-01
4.1024e-02, 4.2456e-02, -2.3225e-02, 7.5000e-02, -5.4860e-02, 5.8789e-01
4.3175e-02, 4.2506e-02, 1.1494e-02, 7.5000e-02, -6.1617e-02, 5.8789e-01
4.0897e-02, 4.1197e-02, -4.9853e-03, 7.5000e-02, -5.8686e-02, 5.8789e-01
4.0992e-02, 4.2370e-02, -2.7204e-02, 7.5000e-02, -4.2693e-02, 5.8789e-01
4.1127e-02, 4.0695e-02, 9.4942e-03, 7.5000e-02, -4.8275e-02, 5.8789e-01
4.1006e-02, 4.1421e-02, -9.0843e-03, 7.5000e-02, -4.2934e-02, 5.8789e-01
4.5422e-02, 4.5279e-02, 3.2711e-03, 7.5000e-02, -4.4857e-02, 5.8789e-01
4.0882e-02, 4.1318e-02, -1.0416e-02, 7.5000e-02, -3.8734e-02, 6.4668e-01
4.4622e-02, 4.3064e-02, 3.1786e-02, 7.5000e-02, -5.9289e-02, 6.4668e-01
4.0904e-02, 4.1126e-02, -3.8343e-03, 7.5000e-02, -5.6810e-02, 6.4668e-01
4.0657e-02, 4.1594e-02, -1.8432e-02, 7.5000e-02, -4.4890e-02, 6.4668e-01
4.1999e-02, 4.1316e-02, 1.3836e-02, 7.5000e-02, -5.3838e-02, 6.4668e-01
4.0712e-02, 4.1123e-02, -8.0324e-03, 7.5000e-02, -4.8643e-02, 6.4668e-01
4.5651e-02, 4.6063e-02, -9.0188e-03, 7.5000e-02, -4.2811e-02, 6.4668e-01
4.0892e-02, 4.1754e-02, -2.4770e-02, 7.5000e-02, -2.6793e-02, 6.4668e-01
5.5025e-02, 5.3054e-02, 4.6969e-02, 7.5000e-02, -5.7167e-02, 6.4668e-01
4.2588e-02, 4.0841e-02, 2.6561e-02, 7.5000e-02, -7.4343e-02, 6.4668e-01
4.1132e-02, 4.1246e-02, -1.5502e-03, 7.5000e-02, -7.3341e-02, 6.4668e-01
4.0440e-02, 4.2589e-02, -3.4572e-02, 7.5000e-02, -5.0984e-02, 6.4668e-01
5.3601e-02, 5.1565e-02, 3.3011e-02, 7.5000e-02, -7.2331e-02, 6.4668e-01
4.1872e-02, 4.0780e-02, 1.4206e-02, 7.5000e-02, -8.1518e-02, 6.4668e-01
4.0357e-02, 4.1583e-02, -1.6073e-02, 5.6250e-02, -7.1124e-02, 6.4668e-01
4.0222e-02, 4.2357e-02, -3.5867e-02, 5.6250e-02, -4.7930e-02, 7.1134e-01
4.3830e-02, 4.3033e-02, 1.4974e-02, 5.6250e-02, -5.8582e-02, 7.1134e-01
4.0971e-02, 4.0724e-02, 4.1126e-03, 5.6250e-02, -6.1507e-02, 7.1134e-01
4.0359e-02, 4.1363e-02, -1.8254e-02, 5.6250e-02, -4.8522e-02, 7.1134e-01
5.3020e-02, 5.1719e-02, 2.2947e-02, 5.6250e-02, -6.4846e-02, 7.1134e-01
4.0329e-02, 3.9984e-02, 5.1717e-03, 5.6250e-02, -6.8524e-02, 7.1134e-01
3.9844e-02, 4.1677e-02, -3.2099e-02, 5.6250e-02, -4.5691e-02, 7.1134e-01
4.6305e-02, 4.5347e-02, 1.8359e-02, 5.6250e-02, -5.8751e-02, 7.1134e-01
4.0586e-02, 4.0312e-02, 4.5437e-03, 5.6250e-02, -6.1983e-02, 7.1134e-01
3.9933e-02, 4.1099e-02, -2.1473e-02, 5.6250e-02, -4.6708e-02, 7.1134e-01
5.5547e-02, 5.3802e-02, 3.0353e-02, 5.6250e-02, -6.8300e-02, 7.8248e-01
4.2209e-02, 4.1272e-02, 1.2783e-02, 5.6250e-02, -7.8302e-02, 7.8248e-01
3.9852e-02, 4.0415e-02, -7.4695e-03, 5.6250e-02, -7.2458e-02, 7.8248e-01
3.9373e-02, 4.1103e-02, -2.8153e-02, 5.6250e-02, -5.0428e-02, 7.8248e-01
4.9194e-02, 4.8172e-02, 1.7804e-02, 5.6250e-02, -6.4360e-02, 7.8248e-01
3.9830e-02, 3.9857e-02, -4.2424e-04, 5.6250e-02, -6.4028e-02, 7.8248e-01
3.9456e-02, 4.0886e-02, -2.6682e-02, 5.6250e-02, -4.3150e-02, 7.8248e-01
5.2838e-02, 5.1617e-02, 2.3355e-02, 5.6250e-02, -6.1425e-02, 7.8248e-01
4.0319e-02, 3.9963e-02, 5.5954e-03, 5.6250e-02, -6.5803e-02, 7.8248e-01
3.9613e-02, 4.0488e-02, -1.4552e-02, 5.6250e-02, -5.4416e-02, 7.8248e-01
3.9634e-02, 4.0435e-02, -1.6743e-02, 5.6250e-02, -4.1315e-02, 8.6072e-01
3.9962e-02, 4.0631e-02, -2.0618e-02, 5.6250e-02, -2.3569e-02, 8.6072e-01
5.6055e-02, 5.4987e-02, 2.9456e-02, 5.6250e-02, -4.8922e-02, 8.6072e-01
4.2401e-02, 4.1634e-02, 1.3956e-02, 5.6250e-02, -6.0935e-02, 8.6072e-01
3.9961e-02, 4.0316e-02, -6.0978e-03, 5.6250e-02, -5.5686e-02, 8.6072e-01
3.9823e-02, 4.1073e-02, -2.8921e-02, 5.6250e-02, -3.0793e-02, 9.4680e-01
5.2339e-02, 5.1029e-02, 2.9310e-02, 5.6250e-02, -5.8544e-02, 9.4680e-01
4.1257e-02, 4.0149e-02, 1.6676e-02, 4.2188e-02, -7.4332e-02, 9.4680e-01
4.0236e-02, 4.0221e-02, 2.0257e-04, 4.2188e-02, -7.4524e-02, 9.4680e-01
3.9583e-02, 4.1197e-02, -2.5922e-02, 4.2188e-02, -4.9981e-02, 9.4680e-01
4.1423e-02, 4.0928e-02, 9.1188e-03, 4.2188e-02, -5.8615e-02, 9.4680e-01
3.9802e-02, 3.9884e-02, -1.4106e-03, 4.2188e-02, -5.7279e-02, 9.4680e-01
3.9580e-02, 4.0484e-02, -1.8662e-02, 4.2188e-02, -3.9610e-02, 9.4680e-01
4.7355e-02, 4.6583e-02, 1.6302e-02, 4.2188e-02, -5.5045e-02, 9.4680e-01
3.9701e-02, 3.9629e-02, 1.3085e-03, 4.2188e-02, -5.6284e-02, 9.4680e-01
3.9570e-02, 4.0495e-02, -1.9689e-02, 4.2188e-02, -3.7642e-02, 1.0415e+00
4.8624e-02, 4.7758e-02, 1.8347e-02, 4.2188e-02, -5.6750e-02, 1.0415e+00
3.9919e-02, 3.9671e-02, 4.1919e-03, 4.2188e-02, -6.1116e-02, 1.0415e+00
3.9635e-02, 4.0796e-02, -2.3838e-02, 4.2188e-02, -3.6289e-02, 1.0415e+00
4.3607e-02, 4.2986e-02, 1.4228e-02, 4.2188e-02, -5.1107e-02, 1.0415e+00
3.9859e-02, 3.9781e-02, 1.5051e-03, 4.2188e-02, -5.2675e-02, 1.0415e+00
3.9685e-02, 4.0512e-02, -1.9435e-02, 4.2188e-02, -3.2434e-02, 1.0415e+00
5.0451e-02, 4.9555e-02, 2.0719e-02, 4.2188e-02, -5.4012e-02, 1.0415e+00
3.9973e-02, 3.9584e-02, 6.7696e-03, 4.2188e-02, -6.1063e-02, 1.0415e+00
3.9684e-02, 4.0530e-02, -1.6061e-02, 4.2188e-02, -4.4336e-02, 1.0415e+00
4.9241e-02, 4.8296e-02, 1.7656e-02, 4.2188e-02, -6.2724e-02, 1.1456e+00
3.9844e-02, 3.9653e-02, 2.9620e-03, 4.2188e-02, -6.6118e-02, 1.1456e+00
3.9582e-02, 4.0951e-02, -2.7022e-02, 4.2188e-02, -3.5161e-02, 1.1456e+00
4.3650e-02, 4.3005e-02, 1.4790e-02, 4.2188e-02, -5.2105e-02, 1.1456e+00
3.9903e-02, 3.9809e-02, 1.7531e-03, 4.2188e-02, -5.4114e-02, 1.1456e+00
3.9740e-02, 4.0570e-02, -1.9287e-02, 4.2188e-02, -3.2018e-02, 1.2602e+00
5.0337e-02, 4.9360e-02, 2.1459e-02, 4.2188e-02, -5.9061e-02, 1.2602e+00
4.0080e-02, 3.9607e-02, 7.4314e-03, 4.2188e-02, -6.8426e-02, 1.2602e+00
3.9593e-02, 4.0807e-02, -2.2323e-02, 4.2188e-02, -4.0294e-02, 1.2602e+00
4.9344e-02, 4.8210e-02, 2.1156e-02, 4.2188e-02, -6.6954e-02, 1.2602e+00
4.0768e-02, 3.9910e-02, 1.1567e-02, 3.1641e-02, -8.1531e-02, 1.3862e+00
4.0062e-02, 3.9886e-02, 2.1221e-03, 3.1641e-02, -8.4473e-02, 1.3862e+00
3.9356e-02, 4.0860e-02, -2.1658e-02, 3.1641e-02, -5.4450e-02, 1.3862e+00
4.3258e-02, 4.2698e-02, 9.2051e-03, 3.1641e-02, -6.7210e-02, 1.3862e+00
4.0079e-02, 3.9906e-02, 2.5030e-03, 3.1641e-02, -7.0680e-02, 1.3862e+00
3.9767e-02, 4.0323e-02, -8.5800e-03, 3.1641e-02, -5.8786e-02, 1.3862e+00
3.9746e-02, 4.0503e-02, -1.5811e-02, 3.1641e-02, -3.6869e-02, 1.3862e+00
3.9884e-02, 4.0136e-02, -8.0666e-03, 3.1641e-02, -2.5687e-02, 1.3862e+00
5.0556e-02, 4.9721e-02, 2.0816e-02, 3.1641e-02, -5.4543e-02, 1.3862e+00
4.1072e-02, 4.0370e-02, 1.1265e-02, 3.1641e-02, -7.0158e-02, 1.3862e+00
3.9847e-02, 4.0150e-02, -4.5194e-03, 3.1641e-02, -6.3894e-02, 1.3862e+00
3.9708e-02, 4.0766e-02, -2.1640e-02, 3.1641e-02, -3.3896e-02, 1.3862e+00
4.3209e-02, 4.2776e-02, 1.0523e-02, 3.1641e-02, -4.8482e-02, 1.3862e+00
4.0060e-02, 3.9853e-02, 4.0463e-03, 3.1641e-02, -5.4091e-02, 1.3862e+00
3.9923e-02, 4.0171e-02, -4.8934e-03, 3.1641e-02, -4.7308e-02, 1.3862e+00
4.0182e-02, 4.0445e-02, -6.1039e-03, 3.1641e-02, -3.8847e-02, 1.3862e+00
3.9957e-02, 4.0288e-02, -1.0469e-02, 3.1641e-02, -2.4334e-02, 1.3862e+00
4.9971e-02, 4.9066e-02, 2.2619e-02, 3.1641e-02, -5.5688e-02, 1.3862e+00
4.1556e-02, 4.0686e-02, 1.3388e-02, 3.1641e-02, -7.4246e-02, 1.3862e+00
4.0035e-02, 4.0094e-02, -8.0643e-04, 3.1641e-02, -7.3128e-02, 1.3862e+00
3.9680e-02, 4.1089e-02, -2.5359e-02, 3.1641e-02, -3.7976e-02, 1.5248e+00
4.0802e-02, 4.0473e-02, 7.5192e-03, 3.1641e-02, -4.9441e-02, 1.5248e+00
4.0082e-02, 4.0035e-02, 9.2215e-04, 3.1641e-02, -5.0847e-02, 1.5248e+00
3.9916e-02, 4.0467e-02, -1.3641e-02, 3.1641e-02, -3.0046e-02, 1.5248e+00
4.3327e-02, 4.2584e-02, 1.7217e-02, 3.1641e-02, -5.6300e-02, 1.5248e+00
4.0116e-02, 3.9865e-02, 4.2108e-03, 3.1641e-02, -6.2720e-02, 1.5248e+00
3.9818e-02, 4.0719e-02, -1.8555e-02, 3.1641e-02, -3.4427e-02, 1.5248e+00
4.1905e-02, 4.1327e-02, 1.3027e-02, 3.1641e-02, -5.4291e-02, 1.5248e+00
4.0321e-02, 3.9965e-02, 6.0570e-03, 2.3730e-02, -6.3527e-02, 1.5248e+00
4.0073e-02, 4.0094e-02, -3.3065e-04, 2.3730e-02, -6.3023e-02, 1.5248e+00
3.9849e-02, 4.0661e-02, -1.5979e-02, 2.3730e-02, -3.8658e-02, 1.6773e+00
4.0802e-02, 4.0430e-02, 8.1816e-03, 2.3730e-02, -5.2381e-02, 1.6773e+00
4.0131e-02, 4.0035e-02, 1.7890e-03, 2.3730e-02, -5.5382e-02, 1.6773e+00
4.0056e-02, 4.0426e-02, -7.5312e-03, 2.3730e-02, -4.2750e-02, 1.6773e+00
4.0764e-02, 4.0455e-02, 6.4227e-03, 2.3730e-02, -5.3523e-02, 1.6773e+00
4.0098e-02, 4.0130e-02, -6.0916e-04, 2.3730e-02, -5.2501e-02, 1.6773e+00
4.0071e-02, 4.0421e-02, -7.5930e-03, 2.3730e-02, -3.9765e-02, 1.6773e+00
4.2196e-02, 4.1627e-02, 1.1508e-02, 2.3730e-02, -5.9067e-02, 1.6773e+00
4.0140e-02, 4.0056e-02, 1.3913e-03, 2.3730e-02, -6.1400e-02, 1.6773e+00
4.0019e-02, 4.0389e-02, -6.6224e-03, 2.3730e-02, -5.0292e-02, 1.6773e+00
4.0038e-02, 4.0253e-02, -4.6337e-03, 2.3730e-02, -4.2520e-02, 1.6773e+00
3.9990e-02, 4.0247e-02, -7.0273e-03, 2.3730e-02, -3.0733e-02, 1.6773e+00
4.2763e-02, 4.2154e-02, 1.4274e-02, 2.3730e-02, -5.4675e-02, 1.6773e+00
4.0057e-02, 3.9911e-02, 2.5724e-03, 2.3730e-02, -5.8989e-02, 1.6773e+00
3.9927e-02, 4.0258e-02, -6.1450e-03, 2.3730e-02, -4.8682e-02, 1.6773e+00
4.0276e-02, 4.0414e-02, -2.9754e-03, 2.3730e-02, -4.3692e-02, 1.6773e+00
3.9952e-02, 4.0206e-02, -6.6762e-03, 2.3730e-02, -3.2494e-02, 1.6773e+00
4.1069e-02, 4.0717e-02, 8.8227e-03, 2.3730e-02, -4.7292e-02, 1.6773e+00
4.0034e-02, 4.0073e-02, -8.4754e-04, 2.3730e-02, -4.5870e-02, 1.6773e+00
3.9921e-02, 4.0127e-02, -4.9299e-03, 2.3730e-02, -3.7601e-02, 1.6773e+00
4.1334e-02, 4.0929e-02, 8.9785e-03, 2.3730e-02, -5.2661e-02, 1.6773e+00
3.9939e-02, 3.9840e-02, 1.8274e-03, 2.3730e-02, -5.5726e-02, 1.6773e+00
3.9870e-02, 4.0186e-02, -6.2621e-03, 2.3730e-02, -4.5223e-02, 1.6773e+00
4.0445e-02, 4.0323e-02, 2.5792e-03, 2.3730e-02, -4.9549e-02, 1.6773e+00
3.9874e-02, 4.0017e-02, -3.0333e-03, 2.3730e-02, -4.4461e-02, 1.6773e+00
3.9886e-02, 4.0060e-02, -4.2427e-03, 2.3730e-02, -3.7345e-02, 1.6773e+00
4.0726e-02, 4.0470e-02, 6.0239e-03, 1.7798e-02, -4.7449e-02, 1.6773e+00
4.0017e-02, 4.0010e-02, 1.3834e-04, 1.7798e-02, -4.7681e-02, 1.6773e+00
3.9919e-02, 4.0065e-02, -3.2477e-03, 1.7798e-02, -4.2233e-02, 1.6773e+00
3.9919e-02, 4.0082e-02, -4.1942e-03, 1.7798e-02, -3.5198e-02, 1.6773e+00
4.0358e-02, 4.0127e-02, 5.7687e-03, 1.7798e-02, -4.4874e-02, 1.6773e+00
3.9916e-02, 4.0018e-02, -2.3667e-03, 1.7798e-02, -4.0905e-02, 1.6773e+00
3.9913e-02, 4.0046e-02, -3.4794e-03, 1.7798e-02, -3.5069e-02, 1.6773e+00
4.0172e-02, 3.9973e-02, 5.0671e-03, 1.7798e-02, -4.3568e-02, 1.6773e+00
3.9911e-02, 3.9946e-02, -8.1422e-04, 1.7798e-02, -4.2202e-02, 1.6773e+00
3.9908e-02, 4.0025e-02, -2.9588e-03, 1.7798e-02, -3.7239e-02, 1.6773e+00
4.0067e-02, 3.9964e-02, 2.6184e-03, 1.7798e-02, -4.1631e-02, 1.6773e+00
3.9925e-02, 4.0016e-02, -2.3024e-03, 1.7798e-02, -3.7769e-02, 1.6773e+00
3.9927e-02, 4.0025e-02, -2.7606e-03, 1.7798e-02, -3.3139e-02, 1.6773e+00
3.9900e-02, 3.9863e-02, 1.0771e-03, 1.7798e-02, -3.4945e-02, 1.6773e+00
3.9952e-02, 4.0082e-02, -4.1242e-03, 1.7798e-02, -2.8028e-02, 1.6773e+00
4.0120e-02, 3.9910e-02, 6.3044e-03, 1.7798e-02, -3.8602e-02, 1.6773e+00
3.9933e-02, 3.9924e-02, 2.1942e-04, 1.7798e-02, -3.8970e-02, 1.6773e+00
3.9921e-02, 3.9991e-02, -1.8971e-03, 1.7798e-02, -3.5788e-02, 1.6773e+00
4.0116e-02, 4.0010e-02, 2.7748e-03, 1.7798e-02, -4.0442e-02, 1.6773e+00
3.9933e-02, 3.9979e-02, -1.1733e-03, 1.7798e-02, -3.8474e-02, 1.6773e+00
3.9921e-02, 4.0013e-02, -2.5443e-03, 1.7798e-02, -3.4207e-02, 1.6773e+00
3.9883e-02, 3.9847e-02, 1.0142e-03, 1.7798e-02, -3.5908e-02, 1.6773e+00
3.9948e-02, 4.0087e-02, -4.3114e-03, 1.7798e-02, -2.8676e-02, 1.6773e+00
4.0202e-02, 3.9951e-02, 7.2053e-03, 1.7798e-02, -4.0762e-02, 1.6773e+00
3.9932e-02, 3.9896e-02, 8.4552e-04, 1.7798e-02, -4.2180e-02, 1.6773e+00
3.9921e-02, 4.0015e-02, -2.3367e-03, 1.7798e-02, -3.8261e-02, 1.6773e+00
4.0095e-02, 4.0047e-02, 1.2131e-03, 1.7798e-02, -4.0296e-02, 1.6773e+00
3.9947e-02, 4.0029e-02, -2.1269e-03, 1.7798e-02, -3.6728e-02, 1.6773e+00
3.9948e-02, 4.0040e-02, -2.6543e-03, 1.3348e-02, -3.2276e-02, 1.6773e+00
3.9928e-02, 3.9982e-02, -1.7831e-03, 1.3348e-02, -2.9285e-02, 1.6773e+00
3.9878e-02, 3.9806e-02, 2.2991e-03, 1.3348e-02, -3.3141e-02, 1.6773e+00
3.9915e-02, 3.9975e-02, -1.8826e-03, 1.3348e-02, -2.9984e-02, 1.6773e+00
3.9855e-02, 3.9804e-02, 1.6168e-03, 1.3348e-02, -3.2696e-02, 1.6773e+00
3.9865e-02, 3.9841e-02, 7.3861e-04, 1.3348e-02, -3.3934e-02, 1.6773e+00
3.9869e-02, 3.9850e-02, 5.4341e-04, 1.3348e-02, -3.4846e-02, 1.6773e+00
3.9871e-02, 3.9863e-02, 2.2942e-04, 1.3348e-02, -3.5231e-02, 1.6773e+00
3.9872e-02, 3.9866e-02, 1.7258e-04, 1.3348e-02, -3.5520e-02, 1.6773e+00
3.9873e-02, 3.9869e-02, 9.3842e-05, 1.3348e-02, -3.5678e-02, 1.6773e+00
3.9873e-02, 3.9871e-02, 5.3101e-05, 1.3348e-02, -3.5767e-02, 1.6773e+00
3.9873e-02, 3.9873e-02, 1.5570e-05, 1.3348e-02, -3.5793e-02, 1.6773e+00
3.9873e-02, 3.9875e-02, -3.9139e-05, 1.3348e-02, -3.5727e-02, 1.6773e+00
3.9873e-02, 3.9875e-02, -4.1408e-05, 1.3348e-02, -3.5658e-02, 1.6773e+00
